Importers	2017-Exported quantity, Tons	2018-Exported quantity, Tons	2019-Exported quantity, Tons	2020-Exported quantity, Tons	2021-Exported quantity, Tons	
"World"	20	23	30	37	44	
"Italy"	2	3	8	11	16	
"Germany"	9	8	9	7	8	
"France"	1	2	5	8	7	
"United Kingdom"	1	0	0	4	6	
"Korea, Republic of"		1	0	1	2	
"Belgium"	1	1	2	2	2	
"Ukraine"	0	0	0	0	0	
"Andorra"		0	0		0	
"Argentina"					0	
"Australia"	0	0	0	0	0	
"Austria"	0	0	0	0	0	
"Bangladesh"					0	
"Armenia"					0	
"Bosnia and Herzegovina"	0	0	0	0	0	
"Brazil"	0	0	0	0	0	
"Bulgaria"	0	0	0	0	0	
"Cambodia"					0	
"Canada"	0	0	0	0	0	
"Sri Lanka"					0	
"China"	2	0	0	0	0	
"Croatia"	0	0	0	0	0	
"Czech Republic"	0	0	0	0	0	
"Denmark"	0	0	0	0	0	
"Finland"	0	0	0	0	0	
"Greece"	0	0	0	0	0	
"Hong Kong, China"	0	0	0	0	0	
"Hungary"	0	0	0	0	0	
"Indonesia"	0		0	0	0	
"Ireland"	1	1	1	0	0	
"Israel"	0	0	0	0	0	
"Japan"	0	0	0	0	0	
"Lebanon"			0		0	
"Latvia"	0				0	
"Luxembourg"	0	0		0	0	
"Malaysia"	0	0	0	0	0	
"Mexico"	0	0	0	0	0	
"Netherlands"	0	0	0	0	0	
"Poland"	0	1	0	0	0	
"Romania"	0	0	0	0	0	
"Russian Federation"	0	0	0	0	0	
"India"	0	0	0	0	0	
"Slovenia"	0	0	0	0	0	
"South Africa"	0	0	0	0	0	
"Spain"	1	1	1	0	0	
"Sweden"	0	0	0	0	0	
"Thailand"	0	0	0	0	0	
"Turkey"		0			0	
"Macedonia, North"		0		0	0	
"United States of America"	1	1	1	0	0	
"Albania"				0		
"Bahrain"	0					
"Cameroon"	0					
"Chile"	0	0	0	1		
"Colombia"	0			0		
"Costa Rica"		0	0	0		
"Estonia"				0		
"Malta"			0			
"Taipei, Chinese"			0			
"Oman"				0		
"New Zealand"	0		0	0		
"Pakistan"			0			
"Peru"		0				
"Philippines"				0		
"Serbia"		0				
"Singapore"	0			0		
"Slovakia"	0	0	0	0		
